zip,2108,2109,2110,2111,2113,2114,2115,2116,2118,2119,2120,2121,2122,2124,2125,2126,2127,2129,2130,2131,2132,2134,2135,2136
2108,0,357.3333333,313.2916667,441.375,0,593.5416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,357.3333333,0,692.125,0,725.9166667,311.4166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,313.2916667,692.125,0,274.8333333,361.7083333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,441.375,0,274.8333333,0,0,255.625,0,274.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,283.4583333,725.9166667,361.7083333,0,0,308.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,593.5416667,311.4166667,0,255.625,308.1666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,0,0,0,0,0,0,0,230.7083333,192.375,158.9166667,297.2083333,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,243.6666667,0,0,274.125,0,0,230.7083333,0,275.5833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,0,0,0,223.2916667,0,0,192.375,275.5833333,0,172.0416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,0,0,0,0,0,0,158.9166667,0,172.0416667,0,245.375,201.2916667,0,0,0,0,0,0,0,0,0,0,0,0
2120,0,0,0,0,0,0,297.2083333,138.3333333,154.6666667,245.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,0,0,0,0,0,0,0,0,0,201.2916667,117.125,0,0,0,137.0416667,0,0,0,143.9583333,0,0,0,0,0
2122,0,0,0,0,0,0,0,0,0,81.66666667,0,115.2083333,0,166.4166667,159.875,0,0,0,0,0,0,0,0,0
2124,0,0,0,0,0,0,0,0,0,0,0,114.9166667,166.4166667,0,91.625,150.3333333,0,0,0,0,0,0,0,55.5
2125,0,0,0,0,0,0,0,0,0,123.2916667,0,137.0416667,159.875,0,0,0,129.7083333,0,0,0,0,0,0,0
2126,0,0,0,0,0,0,0,0,0,0,0,81.875,0,150.3333333,0,0,0,0,0,108.75,0,0,0,87.95833333
2127,0,0,119.375,123.125,0,0,0,0,114.5833333,0,0,0,0,0,129.7083333,0,0,0,0,0,0,0,0,0
2128,0,145.0833333,137.25,0,159.875,0,0,0,0,0,0,0,0,0,0,0,0,137.4166667,0,0,0,0,0,0
2129,142,166.4166667,0,0,214.3333333,176.8333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,0,0,0,0,0,0,0,0,0,120.9166667,112.875,143.9583333,0,0,0,0,0,0,0,110.875,0,0,0,0
2131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.75,0,0,110.875,0,116.3333333,0,0,96.66666667
2132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.66666667,0,0,63.54166667,116.3333333,0,0,0,85.375
2134,0,0,0,0,0,0,93.33333333,72.33333333,0,0,88.04166667,0,0,0,0,0,0,0,0,0,0,0,131.7083333,0
2135,0,0,0,0,0,0,57.16666667,0,0,0,58.45833333,0,0,0,0,0,0,0,53.66666667,0,0,131.7083333,0,0
2136,0,0,0,0,0,0,0,0,0,0,0,0,0,55.5,0,87.95833333,0,0,0,96.66666667,85.375,0,0,0
